TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
LIVIANO;CAMIONETAS;;;2019;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;15;4248
LIVIANO;CAMIONETAS;;;2019;GASOLINA;39503;O2 EN ALTAS RPM;0;4249
LIVIANO;CAMIONETAS;;;2019;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;4249
LIVIANO;CAMIONETAS;;;2019;GASOLINA;39508;RPM EN ALTAS;2478;4107
LIVIANO;CAMIONETAS;;;2020;DIESEL;1301;ODOMETRO VEHICULO;56587;2693
LIVIANO;CAMIONETAS;;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;18;2408
LIVIANO;CAMIONETAS;;;2020;GASOLINA;1301;ODOMETRO VEHICULO;45134;1516
LIVIANO;CAMIONETAS;;;2020;GASOLINA;38501;OPACIDAD - VEHI. DIE;28;1
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;11;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39003;O2 EN BAJAS;0;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39008;RPM EN RALENTI;715;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;10;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39503;O2 EN ALTAS RPM;0;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1360
LIVIANO;CAMIONETAS;;;2020;GASOLINA;39508;RPM EN ALTAS;2489;1316
LIVIANO;CAMIONETAS;;;2021;DIESEL;1301;ODOMETRO VEHICULO;48226;1327
LIVIANO;CAMIONETAS;;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;17;1200
LIVIANO;CAMIONETAS;;;2021;GASOLINA;1301;ODOMETRO VEHICULO;36758;567
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;9;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39003;O2 EN BAJAS;0;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39008;RPM EN RALENTI;754;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;9;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39503;O2 EN ALTAS RPM;0;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;508
LIVIANO;CAMIONETAS;;;2021;GASOLINA;39508;RPM EN ALTAS;2480;506
LIVIANO;CAMIONETAS;;;2022;DIESEL;1301;ODOMETRO VEHICULO;30209;2124
LIVIANO;CAMIONETAS;;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;13;1954
LIVIANO;CAMIONETAS;;;2022;GASOLINA;1301;ODOMETRO VEHICULO;23994;1019
LIVIANO;CAMIONETAS;;;2022;GASOLINA;38501;OPACIDAD - VEHI. DIE;2;1
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;8;939
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39003;O2 EN BAJAS;0;939
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;939
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39008;RPM EN RALENTI;754;939
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;11;940
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39503;O2 EN ALTAS RPM;0;940
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;940
LIVIANO;CAMIONETAS;;;2022;GASOLINA;39508;RPM EN ALTAS;2471;932
LIVIANO;CAMIONETAS;;;2023;DIESEL;1301;ODOMETRO VEHICULO;9080;33
LIVIANO;CAMIONETAS;;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;12;40
LIVIANO;CAMIONETAS;;;2023;GASOLINA;1301;ODOMETRO VEHICULO;8863;7
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;9;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39003;O2 EN BAJAS;0;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39008;RPM EN RALENTI;717;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;8;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39503;O2 EN ALTAS RPM;0;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;12
LIVIANO;CAMIONETAS;;;2023;GASOLINA;39508;RPM EN ALTAS;2511;10
LIVIANO;CAMIONETAS;;;2024;DIESEL;1301;ODOMETRO VEHICULO;353;38
LIVIANO;CAMIONETAS;;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;8;38
LIVIANO;CAMIONETAS;;;2024;GASOLINA;1301;ODOMETRO VEHICULO;171;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;1;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39003;O2 EN BAJAS;0;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39008;RPM EN RALENTI;666;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;2;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39503;O2 EN ALTAS RPM;0;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;6
LIVIANO;CAMIONETAS;;;2024;GASOLINA;39508;RPM EN ALTAS;2447;4
LIVIANO;CAMIONETAS;;;2025;DIESEL;1301;ODOMETRO VEHICULO;204;17
LIVIANO;CAMIONETAS;;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;6;17
LIVIANO;CAMIONETAS;;;2025;GASOLINA;1301;ODOMETRO VEHICULO;25;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;3;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39003;O2 EN BAJAS;0;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39008;RPM EN RALENTI;660;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;4;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39503;O2 EN ALTAS RPM;0;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
LIVIANO;CAMIONETAS;;;2025;GASOLINA;39508;RPM EN ALTAS;2510;1
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;1301;ODOMETRO VEHICULO;485248;8
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;191;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39003;O2 EN BAJAS;0;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39008;RPM EN RALENTI;796;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;85;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39503;O2 EN ALTAS RPM;0;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2001;GASOLINA;39508;RPM EN ALTAS;2526;6
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;1301;ODOMETRO VEHICULO;250985;16
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;83;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39003;O2 EN BAJAS;0;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39008;RPM EN RALENTI;830;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;63;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39503;O2 EN ALTAS RPM;0;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2002;GASOLINA;39508;RPM EN ALTAS;2532;7
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;DIESEL;1301;ODOMETRO VEHICULO;223045;23
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;27;14
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;1301;ODOMETRO VEHICULO;550420;27
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;171;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39003;O2 EN BAJAS;1;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39008;RPM EN RALENTI;852;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;91;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39503;O2 EN ALTAS RPM;1;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2003;GASOLINA;39508;RPM EN ALTAS;2507;22
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;1301;ODOMETRO VEHICULO;374542;79
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;93;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39003;O2 EN BAJAS;0;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39008;RPM EN RALENTI;808;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;61;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39503;O2 EN ALTAS RPM;0;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;57
LIVIANO;CAMIONETAS;CAMIONETAS;;2004;GASOLINA;39508;RPM EN ALTAS;2494;55
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;DIESEL;1301;ODOMETRO VEHICULO;488119;21
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;32;14
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;1301;ODOMETRO VEHICULO;380641;544
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;108;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39003;O2 EN BAJAS;0;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;360
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39008;RPM EN RALENTI;815;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;69;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39503;O2 EN ALTAS RPM;0;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;359
LIVIANO;CAMIONETAS;CAMIONETAS;;2005;GASOLINA;39508;RPM EN ALTAS;2504;352
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;DIESEL;1301;ODOMETRO VEHICULO;523120;80
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;13;46
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;1301;ODOMETRO VEHICULO;391206;541
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;124;366
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39003;O2 EN BAJAS;1;367
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;366
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39008;RPM EN RALENTI;808;366
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;80;367
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39503;O2 EN ALTAS RPM;0;367
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;369
LIVIANO;CAMIONETAS;CAMIONETAS;;2006;GASOLINA;39508;RPM EN ALTAS;2507;363
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;DIESEL;1301;ODOMETRO VEHICULO;291087;40
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;22;26
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;1301;ODOMETRO VEHICULO;373952;744
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;91;536
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39003;O2 EN BAJAS;0;536
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;536
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39008;RPM EN RALENTI;779;535
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;68;535
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39503;O2 EN ALTAS RPM;0;535
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;537
LIVIANO;CAMIONETAS;CAMIONETAS;;2007;GASOLINA;39508;RPM EN ALTAS;2495;530
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;DIESEL;1301;ODOMETRO VEHICULO;427915;190
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;19;121
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;1301;ODOMETRO VEHICULO;356826;1574
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;95;1095
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39003;O2 EN BAJAS;0;1091
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1091
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39008;RPM EN RALENTI;804;1092
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;62;1092
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39503;O2 EN ALTAS RPM;0;1092
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1098
LIVIANO;CAMIONETAS;CAMIONETAS;;2008;GASOLINA;39508;RPM EN ALTAS;2502;1070
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;DIESEL;1301;ODOMETRO VEHICULO;404111;334
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;29;230
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;1301;ODOMETRO VEHICULO;348052;2115
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;93;1490
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39003;O2 EN BAJAS;0;1486
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1492
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39008;RPM EN RALENTI;791;1486
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;64;1487
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39503;O2 EN ALTAS RPM;0;1487
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1496
LIVIANO;CAMIONETAS;CAMIONETAS;;2009;GASOLINA;39508;RPM EN ALTAS;2502;1469
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;DIESEL;1301;ODOMETRO VEHICULO;336818;526
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;27;366
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;1301;ODOMETRO VEHICULO;310232;2000
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;92;1392
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39003;O2 EN BAJAS;0;1391
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1392
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39008;RPM EN RALENTI;792;1391
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;59;1391
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39503;O2 EN ALTAS RPM;0;1391
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1396
LIVIANO;CAMIONETAS;CAMIONETAS;;2010;GASOLINA;39508;RPM EN ALTAS;2504;1355
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;DIESEL;1301;ODOMETRO VEHICULO;332734;842
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;23;564
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;1301;ODOMETRO VEHICULO;342068;2958
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;72;2078
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39003;O2 EN BAJAS;0;2077
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;2079
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39008;RPM EN RALENTI;811;2077
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;51;2079
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39503;O2 EN ALTAS RPM;0;2079
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;2082
LIVIANO;CAMIONETAS;CAMIONETAS;;2011;GASOLINA;39508;RPM EN ALTAS;2516;2041
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;DIESEL;1301;ODOMETRO VEHICULO;326086;445
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;25;315
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;1301;ODOMETRO VEHICULO;257496;2709
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;76;1916
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39003;O2 EN BAJAS;0;1919
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1919
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39008;RPM EN RALENTI;801;1916
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;59;1917
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39503;O2 EN ALTAS RPM;0;1916
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1919
LIVIANO;CAMIONETAS;CAMIONETAS;;2012;GASOLINA;39508;RPM EN ALTAS;2512;1878
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;DIESEL;1301;ODOMETRO VEHICULO;269320;507
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;27;379
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;1301;ODOMETRO VEHICULO;239884;2415
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;75;1761
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39003;O2 EN BAJAS;0;1761
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1761
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39008;RPM EN RALENTI;809;1761
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;52;1760
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39503;O2 EN ALTAS RPM;0;1761
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1762
LIVIANO;CAMIONETAS;CAMIONETAS;;2013;GASOLINA;39508;RPM EN ALTAS;2511;1730
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;DIESEL;1301;ODOMETRO VEHICULO;240071;1166
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;24;833
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;1301;ODOMETRO VEHICULO;223788;2283
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;45;1696
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39003;O2 EN BAJAS;0;1695
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1696
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39008;RPM EN RALENTI;786;1695
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;39;1695
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39503;O2 EN ALTAS RPM;0;1695
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1697
LIVIANO;CAMIONETAS;CAMIONETAS;;2014;GASOLINA;39508;RPM EN ALTAS;2508;1671
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;DIESEL;1301;ODOMETRO VEHICULO;202557;1177
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;23;870
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;1301;ODOMETRO VEHICULO;196268;2304
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;45;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39003;O2 EN BAJAS;0;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39008;RPM EN RALENTI;782;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;35;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39503;O2 EN ALTAS RPM;0;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1715
LIVIANO;CAMIONETAS;CAMIONETAS;;2015;GASOLINA;39508;RPM EN ALTAS;2503;1684
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;DIESEL;1301;ODOMETRO VEHICULO;170878;311
LIVIANO;CAMIONETAS;CAMIONETAS;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;23;234
