TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2002;GASOLINA;39503;O2 EN ALTAS RPM;1;11
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2002;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;11
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2002;GASOLINA;39508;RPM EN ALTAS;2485;11
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;1301;ODOMETRO VEHICULO;270433;25
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;227;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39003;O2 EN BAJAS;1;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;1;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39008;RPM EN RALENTI;901;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;105;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39503;O2 EN ALTAS RPM;1;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;19
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2003;GASOLINA;39508;RPM EN ALTAS;2493;18
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;1301;ODOMETRO VEHICULO;601270;81
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;155;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39003;O2 EN BAJAS;1;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;52
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39008;RPM EN RALENTI;849;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;129;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39503;O2 EN ALTAS RPM;2;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;52
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2004;GASOLINA;39508;RPM EN ALTAS;2488;51
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;1301;ODOMETRO VEHICULO;431359;213
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;197;151
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39003;O2 EN BAJAS;1;151
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;154
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39008;RPM EN RALENTI;833;151
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;149;151
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39503;O2 EN ALTAS RPM;1;153
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;153
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2005;GASOLINA;39508;RPM EN ALTAS;2487;151
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;DIESEL;1301;ODOMETRO VEHICULO;664886;2
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;4;1
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;1301;ODOMETRO VEHICULO;468512;202
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;170;135
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39003;O2 EN BAJAS;1;137
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;134
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39008;RPM EN RALENTI;829;134
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;122;134
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39503;O2 EN ALTAS RPM;1;136
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;135
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2006;GASOLINA;39508;RPM EN ALTAS;2495;134
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;1301;ODOMETRO VEHICULO;514064;229
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;215;167
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39003;O2 EN BAJAS;1;166
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;167
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39008;RPM EN RALENTI;818;166
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;142;166
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39503;O2 EN ALTAS RPM;1;166
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;167
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2007;GASOLINA;39508;RPM EN ALTAS;2496;166
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;1301;ODOMETRO VEHICULO;507108;435
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;123;285
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39003;O2 EN BAJAS;1;286
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;286
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39008;RPM EN RALENTI;814;285
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;87;285
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39503;O2 EN ALTAS RPM;1;285
LIVIANO;AUTOMOVIL 4 TIEMPOS;TAXI;CONVE.PARROQUI.RURAL;2008;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;285
